Date,Companyia,Ticker Yahoo original,Ticker Yahoo utilitzat,Open,High,Low,Close,Adj Close,Volume
,,,,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
2014-01-02,Apple,AAPL,AAPL,19.845714569091797,19.89392852783203,19.71500015258789,19.754642486572266,17.140657424926758,234684800
2014-01-03,Apple,AAPL,AAPL,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.764156341552734,392467600
2014-01-06,Apple,AAPL,AAPL,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,16.85556411743164,412610800
2014-01-07,Apple,AAPL,AAPL,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.735029220581055,317209200
2014-01-08,Apple,AAPL,AAPL,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,16.840999603271484,258529600
2014-01-09,Apple,AAPL,AAPL,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,16.625951766967773,279148800
2014-01-10,Apple,AAPL,AAPL,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.515005111694336,304976000
2014-01-13,Apple,AAPL,AAPL,18.925357818603516,19.375,18.924285888671875,19.133214950561523,16.601470947265625,378492800
2014-01-14,Apple,AAPL,AAPL,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,16.931798934936523,332561600
2014-01-15,Apple,AAPL,AAPL,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,17.27173614501953,391638800
2014-01-16,Apple,AAPL,AAPL,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.17536163330078,229278000
2014-01-17,Apple,AAPL,AAPL,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,16.754552841186523,426739600
2014-01-21,Apple,AAPL,AAPL,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.014848709106445,328526800
2014-01-22,Apple,AAPL,AAPL,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,17.090463638305664,379985200
2014-01-23,Apple,AAPL,AAPL,19.640714645385742,19.875,19.457500457763672,19.863571166992188,17.23517608642578,403239200
2014-01-24,Apple,AAPL,AAPL,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,16.921884536743164,429354800
2014-01-27,Apple,AAPL,AAPL,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,17.059158325195312,554878800
2014-01-28,Apple,AAPL,AAPL,18.170000076293945,18.39285659790039,17.93107032775879,18.08928680419922,15.695672988891602,1065523200
2014-01-29,Apple,AAPL,AAPL,17.998214721679688,18.120357513427734,17.807857513427734,17.883928298950195,15.517486572265625,502810000
2014-01-30,Apple,AAPL,AAPL,17.947856903076172,18.08928680419922,17.739286422729492,17.849285125732422,15.487421035766602,678501600
2014-01-31,Apple,AAPL,AAPL,17.684999465942383,17.911785125732422,17.626785278320312,17.878570556640625,15.512835502624512,464797200
2014-02-03,Apple,AAPL,AAPL,17.95035743713379,18.133214950561523,17.832143783569336,17.911785125732422,15.541661262512207,401464000
2014-02-04,Apple,AAPL,AAPL,18.066070556640625,18.19499969482422,17.955713272094727,18.171070098876953,15.766629219055176,376681200
2014-02-05,Apple,AAPL,AAPL,18.091428756713867,18.402856826782227,18.08035659790039,18.306785583496094,15.88438606262207,328344800
2014-02-06,Apple,AAPL,AAPL,18.216428756713867,18.33928680419922,18.136070251464844,18.30392837524414,15.976977348327637,257765200
2014-02-07,Apple,AAPL,AAPL,18.62071418762207,18.676071166992188,18.47785758972168,18.559999465942383,16.200498580932617,370280400
2014-02-10,Apple,AAPL,AAPL,18.523571014404297,18.999643325805664,18.5,18.892499923706055,16.490726470947266,345559200
2014-02-11,Apple,AAPL,AAPL,18.95035743713379,19.20535659790039,18.91071319580078,19.141429901123047,16.7080135345459,282256800
2014-02-12,Apple,AAPL,AAPL,19.176786422729492,19.270000457763672,19.044286727905273,19.139999389648438,16.706756591796875,308100800
2014-02-13,Apple,AAPL,AAPL,19.094999313354492,19.45892906188965,19.078571319580078,19.44392967224121,16.9720516204834,307398000
